PSA_ID,Domain,English,Kiswahili,Target_Language,Source,Source_URL,Date,Metadata
EDU-00026,Education,Ps Ololtuaa said learners with special needs will get equal learning opportunities  if  such facilities are decentralised to all regions to ease accessibility.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-principal-secretary-john-ololtua-tours-kise,2026-07-03,General
EDU-00027,Education,"Basic Education Principal Secretary John Ololtuaa has officially opened the orientation of newly recruited Quality Assurance and Standards Officers (QASOs) at KICD, in his first public engagement in the docket.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-principal-secretary-john-ololtuaa-has-officially-opened-orientation-newly-recruited,2026-06-16,Curriculum
EDU-00028,Education,"Basic Education principal secretary John Ololtuaa has officially opened the opened the orientation of newly recruited Quality Assurance and Standards Officers (QASOs) at the Kenya Institute for Curriculum Development ( KICD).In his first public engagement as the ps for Basic Education,he reminded the officers that learner safety was not negotiable, that integrity remained the standard of service, and that the Government was committed to ensuring every Kenyan child accessed quality, equitable and inclusive education.PS, Ololtuaa took over the Education docket last week.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-principal-secretary-john-ololtuaa-has-officially-opened-orientation-newly-recruited,2026-06-16,Curriculum
EDU-00029,Education,"Tusome Programmes
Since Independence in 1963, the Government of Kenya has recognized the importance of education both as a basic right as well as a tool for achieving Social Economic development
The current primary school population is estimated at 10.4 million children in both public and private primary schools.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00030,Education,This rapid growth in primary school population is largely attributed to the introduction of Free Primary Education by the Government in 2002 and other interventions.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00031,Education,The enrolment in our schools indicate that Kenya is on track to achieve the Education For All (EFA) and the Millennium Development Goals (MDG) Commitments by 2015.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00032,Education,"School Meals Programme
BACKGROUND 
The Kenya’s constitution 2010, Article 43 states that, “the right of every child to be free from hunger and to have adequate food of acceptable quality including clean and safe water in adequate quantities and above all right to education”  gives us mandate to ensure that the child access adequate and safe food .",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00033,Education,Health and nutrition have significant impact on the overall educational achievements of school-age children.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00034,Education,"Ensuring that children are well fed, healthy and able to learn is essential to the effectiveness of an education system.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,General
EDU-00035,Education,The ministry of education  with technical support of WFP have jointly implemented the school meal programs in food insecure regions of Kenya since 1980 with the objectives to encouraging parents to enroll and keep their children in schools and to encourage pupils to learn these school  meal program has been implemented on five year phases since the inception.The SMP programme encompass provision of a mid-day meal to public primary school children in Arid and Semi-Arid Sub-Counties and the informal settlements of Nairobi.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00036,Education,By 2008 1.2 million pupils were beneficiaries of the program and this has increased the number of beneficiaries to 1.6 million  in Arid and selected schools in Semi-Arid lands.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00037,Education,The school meals have contributed immensely to address the challenges affecting access to quality education in Kenya.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00038,Education,The homegrown school meals(HGMSP)  have expanded to become one of the Kenyans key flagship projects that encourage children from food insecure households to attending school regularly.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00039,Education,The program is therefore a major education investment that has contributed to enhanced access on primary school education.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00040,Education,"MODE OF SCHOOL FEEDING PROGRAM
There are various school meals feeding program in school which included In-Kind and, cash transfer and community welfare among others.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00041,Education,In school health nutrition and meal program  we implement the program using In-Kind and Cash Transfer.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00042,Education,"In in kind program, this involves procuring Food commodities from central place then transported to the Sub-Counties before the Sub-County Director of Education (SCDE) distributes the food commodities to schools.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00043,Education,"On  cash transfer,  the ministry prepares cash payment schedules , cash is transferred to a subsidiary bank to beneficiary’s schools account , school committee manages schools accounts ,there is a special account for schools’ meals only, termly allocation per  school is  based on verified enrollment at the end of the term ,number of school days in the term, transfer value’; per child per day rate and minus :bank account balances and food carried over stock from the previous term.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00044,Education,"Once the funds credited at school account, procurement of food commodities goes through competitive tender process, following the guidelines as advise by the ministry.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00045,Education,"SUMMARY OF ARID COUNTIES, SUB- COUNTIES AND SCHOOLS FOR INKIND PROGRAM
 
 
CASH TRANSFER (HOMEGROWN MEAL PROGRAM)
Cash transfer is implemented in semi-arid and urban informal settlement scheme.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00046,Education,"SUMMARY COUNTIES, SUB COUNTIES AND SCHOOLS IN CASH TRANSFER (HOMEGROWN MEAL PROGRAM)
CURRENT BUDGET FY 2021/2022
 
REVISED BUDGET FY 2021/2022
 
COUNTIES SUMMARY AND PUPILS FOR CORN SOYA BLEND (CSB)
 
SEMI ARID SCHOOLS THAT NEED INTERVVETION FOR CASH TRANSFER (HOMEGROWN) PROGRAM
 
Girls' Education Challenge
The Girls’ Education Challenge (GEC) program seeks to help up to a million of the world’s poorest girls improve their lives through education.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00047,Education,"I Choose Life-Africa’s Jielimishe Girls’ Education Challenge (GEC) Project is targeting to improve life chances of 10,123 marginalised girls and 6,890 boys from communities in Laikipia, Meru and Mombasa Counties.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,General
EDU-00048,Education,"Building on the lessons learnt from Jielimishe GEC, the overall goal of Jielimishe GEC T is to improve the life chances of girls, 2,390 in primary school and 7,730 in secondary school using a holistic approach to complete a cycle of education, transition to the next level and demonstrate learning, as well as provide alternative pathways.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00049,Education,"Besides targeting girls as direct beneficiaries, the project also targets 6,980 boys (3,190 in upper primary and 3,790 in secondary schools).",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00050,Education,"Kenya Primary Education Development Project ( PRIEDE)
The Global Partnership for Education (GPE) has approved a grant of USD 88.4 million to the Ministry of Education Science and Technology for the Kenya Primary Education Development project.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,General
EDU-00051,Education,"The project covers the following four components:
Component 1: Improving early grade mathematics competencies
Component II: Strengthening Primary school management systems
Component III: Evidence based policy development
Component IV: Project management.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00052,Education,"Project Beneficiaries
The project beneficiaries include:
- 6 million pupils in grade 1 and 2 will benefit from improved early grade mathematics Textbooks
- 40,000 teachers will benefit from new methodologies of early grade mathematics instruction through improved in-service training and regular pedagogical supervision and support
- 3 million pupils in participating schools will benefit from more effective and present teachers as well as improved teaching-learning inputs
- Head teachers and BoMs will receive guidance and support in school improvement planning and be empowered to implement plans to improve their school performance
- Parents and Communities whose aspirations will be met through greater information and enhanced voice in school management for improving quality of education
- Education system administrators will benefit from improved information and accountability through up to date Education Management Information System (EMIS) data and school audit
 
Program Documents.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Teachers
EDU-00053,Education,"National Talent Programme
The goal of this programme is to create a culture of creativity, innovation, curiosity and productive entrepreneurship among out of school youth in Kenya.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00054,Education,"In FY 2019/2020, the State Department for Post Training and Skills Development undertook a pilot programme, in collaboration with the Centre for Mathematics, Science and Technology Education in Africa (CEMASTEA), to create Small and Medium-Sized Enterprises (SMEs) through the application of science, technology and innovation.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Teachers
EDU-00055,Education,"KENYA PRIMARY EDUCATION EQUITY IN LEARNING PROGRAM
The Ministry of Education, State Department for Basic Education is implementing the Kenya Primary Education Equity in Learning (KPEEL) Program (2022-2026).",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,General
EDU-00056,Education,NESSP II includes four pillars that are critical for addressing inequities in access to quality basic education: (i) access and participation; (ii) equity and inclusiveness; (iii) quality and relevance; and (iv) governance and accountability.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,General
EDU-00057,Education,"Concerning regional access and quality, NESSP II aims to address regional disparities in access, and improvement in learning outcomes across the country.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,General
EDU-00058,Education,NESSP II also emphasizes girls’ education and refugees’ education as cross cutting issues.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,General
EDU-00059,Education,"Objectives of the program  
The Program objectives are to reduce regional disparities in learning outcomes, improve the retention of girls in upper primary education, and strengthen systems for delivering equitable education outcomes.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,General
EDU-00060,Education,The Results Areas (RAs) for the Program are to: (i) equalize learning opportunities: improving learning outcomes in target counties; (ii) improve girls’ participation in schooling; and (iii) strengthen capacity for implementing initiated reforms.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Examinations
EDU-00061,Education,"The Program is expected to directly benefit beneficiaries as follows: 
a)   About six million learners in primary education (school grants, girl’s education interventions, school infrastructure development and school meals), including about 221,529 children in refugee hosting counties.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00062,Education,"b)     About 117,900 refugee children in camp-based primary schools.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Schools
EDU-00063,Education,"c)     Approximately 20,000 diploma teacher trainees in PTTCs.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Teachers
EDU-00064,Education,"d)     About 200,000 primary school teachers.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-programmes,2023-01-01,Teachers
EDU-00065,Education,"Basic Education PS Julius Bitok at Westlands Deputy County Commissioner’s office, Nairobi after witnessing the opening of containers holding KCSE and KJSEA papers
Basic Education PS Julius Bitok at Westlands Deputy County Commissioner’s office, Nairobi after witnessing the opening of containers holding KCSE and KJSEA papers",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-ps-julius-bitok-westlands-deputy-county-commissioners-office-nairobi-after,2025-11-03,Examinations
EDU-00066,Education,Basic Education PS Ololtuaa Distribute ICT gadgets.,,,MoE_Kenya_News,https://www.education.go.ke/basic-education-ps-ololtuaa-distribute-ict-gadgets,2026-07-09,General
EDU-00067,Education,"The Principal Secretary, State Department for Basic Education, John Ololtuaa today led the launch of digital learning devices at ACK Ol'Kalou Comprehensive School, Nyandarua County — accompanied by his colleague, PS State Department for ICT and Digital Economy, Eng.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-ps-ololtuaa-distribute-ict-gadgets,2026-07-09,Schools
EDU-00068,Education,"Under the Kenya Digital Economy Acceleration Project (KDEAP), 10,382 laptops and 10,382 interactive smart boards are being distributed to Junior Schools in all 47 counties, with 11 schools benefiting in Nyandarua Sub-County.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-ps-ololtuaa-distribute-ict-gadgets,2026-07-09,Schools
EDU-00069,Education,"This follows training for over 62,000 teachers nationwide on ICT integration.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-ps-ololtuaa-distribute-ict-gadgets,2026-07-09,Teachers
EDU-00070,Education,"As the PS put it: a learner in Ol'Kalou now gets the same devices, same specification, as a learner in Nairobi or Mombasa.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-ps-ololtuaa-distribute-ict-gadgets,2026-07-09,General
EDU-00071,Education,"He thanked the Government of Kenya, the World Bank, and all partners advancing digital equity in our classrooms.",,,MoE_Kenya_News,https://www.education.go.ke/basic-education-ps-ololtuaa-distribute-ict-gadgets,2026-07-09,Schools
EDU-00072,Education,"Bitok Rules Out Early Midterm Break to Tame Schools’ Unrest
Basic Education PS Julius Bitok has ruled out closing of schools early for the second term mid break due to unrests that have rocked several secondary schools across the country.",,,MoE_Kenya_News,https://www.education.go.ke/bitok-rules-out-early-midterm-break-tame-schools-unrest,2026-06-04,Schools
EDU-00073,Education,"The PS who was speaking during The Kenya High School, Nairobi prize giving day acknowledged that some schools were grappling with tensions linked to examinations and urged principals to embrace flexibility in managing students’ anxieties.",,,MoE_Kenya_News,https://www.education.go.ke/bitok-rules-out-early-midterm-break-tame-schools-unrest,2026-06-04,Examinations
EDU-00074,Education,"“We are not saying students should not do exams, especially the county-based mocks.",,,MoE_Kenya_News,https://www.education.go.ke/bitok-rules-out-early-midterm-break-tame-schools-unrest,2026-06-04,Examinations
EDU-00075,Education,"What we are saying is that if students express anxieties or say they’re not ready, there is no point in forcing them.",,,MoE_Kenya_News,https://www.education.go.ke/bitok-rules-out-early-midterm-break-tame-schools-unrest,2026-06-04,General
EDU-00076,Education,"Cabinet Secretary for Education, Julius Migos Ogamba, presided over the official opening of the 3rd Annual Educational Assessment Symposium at the New Mitihani House in South C.
Yesterday, the Cabinet Secretary for Education, Julius Migos Ogamba, presided over the official opening of the 3rd Annual Educational Assessment Symposium at the New Mitihani House in South C. This year’s Symposium is held under the theme “Reimagining Curriculum, Pedagogy and Assessment for Inclusive, Innovative and FutureReady Learning.” This Symposium provides a platform for structured reflection and strategic conversation on how we can better align curriculum, pedagogy, and assessment.",,,MoE_Kenya_News,https://www.education.go.ke/cabinet-secretary-education-julius-migos-ogamba-presided-over-official-opening-3rd-annual,2026-05-08,Curriculum
EDU-00077,Education,"The event was graced by, among others, the Principal Secretary for Basic Education, Amb.",,,MoE_Kenya_News,https://www.education.go.ke/cabinet-secretary-education-julius-migos-ogamba-presided-over-official-opening-3rd-annual,2026-05-08,General
EDU-00078,Education,"CEO KNEC - KCSE RELEASE OF 2025 RESULTS News / January 12, 2026 Submitted by Jennifer waiganjo on January 12, 2026 CEO KNEC -KCSE RELEASE OF 2025 RESULTS https://www.education.go.ke/sites/default/files/CEO%20-%20KCSE%202025%205th%20Jan%202026.pdf",,,MoE_Kenya_News,https://www.education.go.ke/ceo-knec-kcse-release-2025-results,2026-01-12,Examinations
EDU-00079,Education,"commissioning of an 800-seat multi-purpose hall, new classrooms, a school bakery and cabro-paving at the school in Kajiado County
The Cabinet Secretary Education, Julius Migos Ogamba, has this morning presided over the Education Day event at Kimana Girls in Kajiado South Sub-County, Kajiado County.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-800-seat-multi-purpose-hall-new-classrooms-school-bakery-and-cabro-paving-school,2025-07-29,Schools
EDU-00080,Education,"The event also provided an opportunity to commission an 800-seat multi-purpose hall, new classrooms, a school bakery and cabro-paving at the school.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-800-seat-multi-purpose-hall-new-classrooms-school-bakery-and-cabro-paving-school,2025-07-29,Schools
EDU-00081,Education,"Commissioning of Academic Block at the Kenya Coast National Polytechnic
The Government is working to enhace acess to quality and relevant training to our youth through TVET institutions.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-academic-block-kenya-coast-national-polytechnic,2026-02-24,Teachers
EDU-00082,Education,"Earlier today, the Cabinet Secretary for Education, Julius Migos Ogamba, commissioned a newly built multi-storey academic block at the Kenya Coast National Polytechnic in Mombasa.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-academic-block-kenya-coast-national-polytechnic,2026-02-24,General
EDU-00083,Education,"The state of the art facility that features workshops, clas
sroooms and offices, will provide modern training spaces and strengthen the institution’s capacity to implement Competency-Based Education and Training.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-academic-block-kenya-coast-national-polytechnic,2026-02-24,Teachers
EDU-00084,Education,"the commissioning of the Dr. Abdulrahman Al-Sumait Complex and to break ground for the School of Engineering project at Umma University
Yesterday, the Cabinet Secretary for Education, Julius Migos Ogamba, was privileged to join His Excellency the President, Dr. William Samoei Ruto, at Umma University in Kajiado County, for the commissioning of the Dr. Abdulrahman Al-Sumait Complex and to break ground for the School of Engineering project.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-dr-abdulrahman-al-sumait-complex-and-break-ground-school-engineering-project-umma,2025-10-01,Schools
EDU-00085,Education,"1.4 billion, 10-storey facility designed to accommodate 10,000 students.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-dr-abdulrahman-al-sumait-complex-and-break-ground-school-engineering-project-umma,2025-10-01,General
EDU-00086,Education,The significant infrastructural developments at the institution reflect the major support that private sector players provide to complement Government's efforts to promote access and quality in education.,,,MoE_Kenya_News,https://www.education.go.ke/commissioning-dr-abdulrahman-al-sumait-complex-and-break-ground-school-engineering-project-umma,2025-10-01,General
EDU-00087,Education,"Aden Duale and the Principal Secretary for Higher Education, Dr. Beatrice Muganda Inyangala.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-dr-abdulrahman-al-sumait-complex-and-break-ground-school-engineering-project-umma,2025-10-01,General
EDU-00088,Education,"Commissioning of Signet institute of Australia
The Principal Secretary State Department for TVET Dr. Esther Thaara Muoria together with the Australian High Commissioner, His Excellency Dr. Wilson Kogo, today commissioned the Signet Institute of Australia office at the Kabete National Polytechnic.",,,MoE_Kenya_News,https://www.education.go.ke/commissioning-signet-institute-australia,2025-07-24,General
EDU-00089,Education,"Commitment to Tackle Challenges in Grade 10
The Principal secretary state department for Basic Education,John Ololtuaa has promised to work with Education stallholders especially heads of institutions in an effort to address issues affecting learning in schools.",,,MoE_Kenya_News,https://www.education.go.ke/commitment-tackle-challenges-grade-10,2026-06-24,Schools
EDU-00090,Education,"According to the PS while addressing KESSHA conference in Mombasa, the government has recruited many teachers in the country to improve learning and smoothen the CBE transition.",,,MoE_Kenya_News,https://www.education.go.ke/commitment-tackle-challenges-grade-10,2026-06-24,Teachers
EDU-00091,Education,The PS assured school administrators that the ministry is collaborating with the schools' management in developing strategies for solving these problems.,,,MoE_Kenya_News,https://www.education.go.ke/commitment-tackle-challenges-grade-10,2026-06-24,Schools
EDU-00092,Education,He added that the ministry will offer support in solving issues facing the education sector and will continue to engage stakeholders to find long-term solutions to those issues.,,,MoE_Kenya_News,https://www.education.go.ke/commitment-tackle-challenges-grade-10,2026-06-24,General
EDU-00093,Education,He said that he will personally engage in solving any problem in the educational sector by appearing in schools and having conversations with students and teachers.,,,MoE_Kenya_News,https://www.education.go.ke/commitment-tackle-challenges-grade-10,2026-06-24,Teachers
EDU-00094,Education,He then appealed to school administrators to collaborate with the ministry in overcoming problems facing the education sector.,,,MoE_Kenya_News,https://www.education.go.ke/commitment-tackle-challenges-grade-10,2026-06-24,Schools
EDU-00095,Education,"Confirment of Charter to Bomet university college
This afternoon, 04/02/2026 the Cabinet Secretary for Education, Julius Migos Ogamba, had the honour of joining His Excellency the President, Dr. William Samoei Ruto, at State House, Nairobi, for the conferment of a Charter to Bomet University.",,,MoE_Kenya_News,https://www.education.go.ke/confirment-charter-bomet-university-college,2026-02-05,General
EDU-00096,Education,It also represents another significant step in the ongoing efforts to expand access to quality and relevant higher education in Kenya.,,,MoE_Kenya_News,https://www.education.go.ke/confirment-charter-bomet-university-college,2026-02-05,General
EDU-00097,Education,"CS SPEECH -KCSE RELEASE OF 2025 RESULTS News / January 12, 2026 Submitted by Jennifer waiganjo on January 12, 2026 CS SPEECH -KCSE RELEASE OF 2025 RESULTS https://www.education.go.ke/sites/default/files/CS%20SPEECH%20-KCSE%20RELEASE%20OF%202025%20RESULTS.pdf",,,MoE_Kenya_News,https://www.education.go.ke/cs-speech-kcse-release-2025-results,2026-01-12,Examinations
EDU-00098,Education,"Earlier today, the Principal Secretary for Basic Education, Mr. John Ololtuaa, commissioned key new facilities at Kimana Girls School in Kajiado County during a thanks giving ceremony.",,,MoE_Kenya_News,https://www.education.go.ke/earlier-today-principal-secretary-basic-education-mr-john-ololtuaa-commissioned-key-new-facilities,2026-06-17,Schools
