PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Dholuo,Somali,Source,Date,Metadata,Origin_File,Region,PSA_Score,Notice_Style
23,Governance,Public Service Delivery,EACC CEO joins multi-agency leaders to advance Kenya’s FATF grey list exitRead More,,,,,EACC,2026-07-11,https://www.eacc.go.ke/,psa_dataset_v1.csv,,,
24,Governance,Public Service Delivery,EACC CEO elected to AAACA Executive CommitteeRead More,,,,,EACC,2026-07-11,https://www.eacc.go.ke/,psa_dataset_v1.csv,,,
25,Governance,Public Service Delivery,"AAACA, World Bank sign anti-corruption cooperation framework in AfricaRead More",,,,,EACC,2026-07-11,https://www.eacc.go.ke/,psa_dataset_v1.csv,,,
26,Governance,Public Service Delivery,Continental anti-corruption research centre launched in NairobiRead More,,,,,EACC,2026-07-11,https://www.eacc.go.ke/,psa_dataset_v1.csv,,,
27,Governance,Public Service Delivery,8th Annual General Assembly of the African Association of Anti-Corruption AuthoritiesRead More,,,,,EACC,2026-07-11,https://www.eacc.go.ke/,psa_dataset_v1.csv,,,
28,Governance,Public Service Delivery,EACC concludes Eid ul-Adha Maadili Cup Tournament in GarissaRead More,,,,,EACC,2026-07-11,https://www.eacc.go.ke/,psa_dataset_v1.csv,,,
29,Governance,Anti-Corruption Initiatives,This system ensures that a person’s identity as a whistle blower is hidden and that their report remains confidential and can only be accessed by EACC.,,,,,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,governance_psa_dataset.csv,,,
30,Governance,Anti-Corruption Initiatives,The Commission has put in place various mechanisms to ensure that staff uphold integrity at all times.,,,,,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,governance_psa_dataset.csv,,,
31,Governance,Anti-Corruption Initiatives,Any wayward officers suspected to be engaging in corrupt conduct or other unethical practices should be reported to the Commission promptly.,,,,,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,governance_psa_dataset.csv,,,
32,Governance,Anti-Corruption Initiatives,"Such an approach must combine law enforcement, strengthening institutions, promoting good governance, and conducting public education.",,,,,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,governance_psa_dataset.csv,,,
33,Governance,Anti-Corruption Initiatives,"This Chapter requires persons seeking public office to be selected on the basis of personal integrity, competence and suitability.",,,,,EACC,2022-01-31,https://eacc.go.ke/default/faqs/,governance_psa_dataset.csv,,,
34,Governance,Anti-Corruption Initiatives,The Commission conducts sensitization for festival trainers guiding the development of scripts in various institutions and adjudicators to ensure integrity in the adjudication process.,,,,,EACC,2022-01-31,https://eacc.go.ke/default/integrity-clubs/,governance_psa_dataset.csv,,,
35,Governance,Anti-Corruption Initiatives,This encourages the youth to uphold personal integrity and raise awareness on ethical conduct among their peers.,,,,,EACC,2022-01-31,https://eacc.go.ke/default/integrity-clubs/,governance_psa_dataset.csv,,,
36,Governance,Anti-Corruption Initiatives,The courses offered at the Academy seek to ensure that ethics and integrity become values lived by everyone within an organization; that service delivery is optimal and that employees offer professional service upholding public trust and that the principle of common good vis a vis private interest or advantage is upheld.,,,,,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,governance_psa_dataset.csv,,,
37,Governance,Anti-Corruption Initiatives,Commission officers themselves must exemplify integrity.,,,,,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,governance_psa_dataset.csv,,,
38,Governance,Anti-Corruption Initiatives,Various stakeholders must play their role for the fight against corruption to succeed.,,,,,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,governance_psa_dataset.csv,,,
39,Governance,Anti-Corruption Initiatives,"EACC Commissioner Rose Mghoi Macharia said that, “it is the responsibility of all of us to provide services promptly, and to ensure efficient implementation of the development programmes and projects initiated by the Government”.",,,,,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,governance_psa_dataset.csv,,,
40,Governance,Anti-Corruption Initiatives,"In his remarks, the chairman: The five-day training covered the following areas: Academy Policy Development Workshop Good governance requires that organizations big or small develop policies, procedures and systems that guide their day-to-day operations.",,,,,EACC,2 October 2018,https://eacc.go.ke/default/national-integrity-academy/,governance_psa_dataset.csv,,,
41,Governance,Anti-Corruption Initiatives,"Kindly note that only shortlisted candidates will be contacted and will be required to submit Clearance/Compliance certificates from Ethics and Anti Corruption Commission; Directorate of Criminal Investigations; Kenya Revenue Authority; Higher Education Loans Board, and Credit Reference Bureau Ref.",,,,,EACC,2023-03-30,https://eacc.go.ke/default/careers/,governance_psa_dataset.csv,,,
42,Governance,Anti-Corruption Initiatives,"Job title JOB ADVERTISEMENT - NOVEMBER 2021 Closing Date 2021-11-15 View More Expired Kindly note that only shortlisted candidates will be contacted and will be required to submit Clearance/Compliance certificates from Ethics and Anti Corruption Commission; Directorate of Criminal Investigations; Kenya Revenue Authority; Higher Education Loans Board, and Credit Reference Bureau",,,,,EACC,2023-03-30,https://eacc.go.ke/default/careers/,governance_psa_dataset.csv,,,
43,Governance,Anti-Corruption Initiatives,"He also committed to advancing AAACA’s flagship legacy project, the Africa Anti-Corruption Studies and Research Centre (CEREAC), which seeks to strengthen research, training, and knowledge-sharing among anti-corruption agencies across Africa.",,,,,EACC_NewsUpdates,2026-06-19,https://eacc.go.ke/en/default/eacc-ceo-elected-to-aaaca-executive-committee/,governance_psa_dataset__1_.csv,,,
44,Governance,Anti-Corruption Initiatives,"Purpose of establishing the Academy: The Academy is set to provide specialized ethics, integrity, Leadership, Good Governance and Anti- Corruption training to both the public and private sector institutions in the country and the region.",,,,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,
45,Governance,Anti-Corruption Initiatives,The IAO will serve as secretary to their respective Corruption Prevention Committees /Integrity Committees The National Integrity Academy Joins Hands with County Governments to train Integrity Champions The National Integrity Academy in partnership with EACC’s Upper Coast Regional Office rolled out a one-week Integrity Assurance Officers training for 30 Kilifi County Ward administrators.,,,,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,
46,Governance,Anti-Corruption Initiatives,"26.08.19 The Academy, which is the training arm of the Ethics and Anti-Corruption Commission, aims to promote a culture of integrity in all sectors of society.",,,,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,
47,Governance,Anti-Corruption Initiatives,"The purpose of the training, which was rolled out at Sunrise Resort and Spa in Mombasa, was to equip trainees with knowledge, skills and tools with which to promote ethics, integrity and good governance.",,,,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,
48,Governance,Anti-Corruption Initiatives,"The Academy is set to provide specialized ethics, integrity, Leadership, Good Governance and Anti- Corruption training to both the public and private sector institutions in the country and the region.",,,,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,
49,Governance,Anti-Corruption Initiatives,The Academy serves six main target groups: The Academy aims to empower state and non-state actors on matters ethics and integrity in order to: The establishment of the National Integrity Academy is premised on best practice and standards.,,,,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,
50,Governance,Anti-Corruption Initiatives,"The IAO will serve as secretary to their respective Corruption Prevention Committees /Integrity Committees The National Integrity Academy Joins Hands with County Governments to train Integrity Champions The Academy, which is the training arm of the Ethics and Anti-Corruption Commission, aims to promote a culture of integrity in all sectors of society.",,,,,EACC_NewsUpdates,2 October 2018,https://eacc.go.ke/en/default/national-integrity-academy/,governance_psa_dataset__1_.csv,,,
51,Governance,Anti-Corruption Initiatives,"KLIF Sectors and Stakeholders There are twenty(20) sectors under KLIF , drawn from both the public and private as follows: The Citizens are also identified as stakeholders for their role in public participation, demand for transparency, accountability and good governance.",,,,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/klif/,governance_psa_dataset__1_.csv,,,
52,Governance,Anti-Corruption Initiatives,"X – Liability Expected Outcome Attitude change among youth and generational transformation in Kenya leading to reduced incidences of corruption Increased number of youth actively participating in decision making, governance and anti-corruption processes Improved access to critical public services Increased number of youth taking up positions of leadership Structure of and roles in the clubs are clearly outlined in Manual for the establishment of Integrity Clubs.",,,,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/integrity-clubs/,governance_psa_dataset__1_.csv,,,
53,Governance,Anti-Corruption Initiatives,The Commission has encountered such incidences where some people posing as officers of the Commission defraud unsuspecting members of the public purporting to be investigating corruption.,,,,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,governance_psa_dataset__1_.csv,,,
54,Governance,Anti-Corruption Initiatives,"In this regard, members of the public are encouraged to provide information touching on the integrity of such persons to the Commission or any other body considering them for appointment or election to public office.",,,,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,governance_psa_dataset__1_.csv,,,
55,Governance,Anti-Corruption Initiatives,EACC is enhancing its national presence by opening more regional offices in order to monitor corruption at County levels in addition to the implementation of proactive county advisories focusing on strong systems and prudent use of public resources.,,,,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/faqs/,governance_psa_dataset__1_.csv,,,
56,Governance,Anti-Corruption Initiatives,They also committed to reinforcing collaboration mechanisms to maximize their collective impact in addressing governance challenges.,,,,,EACC_NewsUpdates,2026-07-12,https://eacc.go.ke/en/default/eacc-caj-strengthen-partnership-to-advance-integrity-and-good-governance/,governance_psa_dataset__1_.csv,,,
57,Governance,General Governance,"This could be for A link must never be included on the public service site or within the editorial content of a commercial site in return for cash, services or any other consideration in kind.",,,,,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,governance_psa_dataset__3_.csv,,,
58,Governance,General Governance,All links on the BBC Public Service site or on the editorial pages of a BBC Commercial site must be editorially justifiable and suitable for the intended audience â particularly children.,,,,,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,governance_psa_dataset__3_.csv,,,
59,Governance,General Governance,"(See Editorial Guidelines Section 15 Independence from Commercial and other External Interests 15.4.22 ) Public Services must not endorse or promote any other organisation, or its products, services or trademarks, so great care must be taken when linking to any site in order not to give the impression that the BBC is doing so.",,,,,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,governance_psa_dataset__3_.csv,,,
60,Governance,General Governance,BBC Public Service sites should not normally link direct to pages whose main purpose is transactional e.g.,,,,,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,governance_psa_dataset__3_.csv,,,
61,Governance,General Governance,Links from individual pages on the Public Service site to the BBC's Commercial sites must be editorially justified.,,,,,BBC_Swahili,9 0 0116,https://www.bbc.com/editorialguidelines/guidance/links-and-feeds,governance_psa_dataset__3_.csv,,,
62,Governance,General Governance,Kanini Kega warns UDA will be buried in Ol Kalou by-election on July 16.,,,,,Tuko_Politics_RSS,"Sun, 12 Jul 2026 12:46:52 +0300",https://www.tuko.co.ke/politics/632278-kanini-kega-warns-uda-buried-ol-kalou-by-election-july-16/,governance_psa_rss.csv,,,
63,Governance,General Governance,"Kipipiri MP Wanjiku Muhia urges supporters to pause fundraising after IEBC fine for inflammatory remarks, highlighting a tense by-election between DCP and UDA.",,,,,Tuko_Politics_RSS,"Sat, 11 Jul 2026 14:53:03 +0300",https://www.tuko.co.ke/politics/632219-muhia-wanjiku-dcp-allied-mp-stops-supporters-fundraiser-fined-ksh-15m-by-iebc/,governance_psa_rss.csv,,,
64,Governance,General Governance,"Former deputy president Rigathi Gachagua warns Ol Kalou residents to avoid a newly allocated train, labelling it a looming disaster amid by-election tensions.",,,,,Tuko_Politics_RSS,"Fri, 10 Jul 2026 17:31:34 +0300",https://www.tuko.co.ke/politics/632154-rigathi-gachagua-claims-ol-kalou-train-fake-urges-residents-avoid-disaster-making/,governance_psa_rss.csv,,,
65,Governance,General Governance,"DCP leader Rigathi Gachagua urges Irungu Kang'ata to avoid interfering in the Ol Kalou by-election, stressing it's a local campaign focused on local issues.",,,,,Tuko_Politics_RSS,"Fri, 10 Jul 2026 15:48:45 +0300",https://www.tuko.co.ke/politics/632147-rigathi-gachagua-asks-irungu-kangata-linda-mwananchi-ol-kalou-by-election/,governance_psa_rss.csv,,,
66,Governance,General Governance,IEBC warns the Ol Kalou by-election set for July 16 may be cancelled amid rising violence and voter bribery reports.,,,,,Tuko_Politics_RSS,"Thu, 09 Jul 2026 16:16:34 +0300",https://www.tuko.co.ke/politics/632024-iebc-threatens-cancel-ol-kalou-by-election-violence-voter-bribery-claims-restore-sanity/,governance_psa_rss.csv,,,
67,Governance,General Governance,"Linda Mwananchi urges Keumbu residents to end the quiet boycott of the local market, highlighting individual accountability for the convoy attack on July 3.",,,,,Tuko_Politics_RSS,"Thu, 09 Jul 2026 15:12:35 +0300",https://www.tuko.co.ke/politics/632012-linda-mwananchi-pleads-keumbu-residents-boycott-local-businesses-chaos-rally/,governance_psa_rss.csv,,,
68,Governance,General Governance,"ODM to Support Ruto’s Re-election Bid in 2027, Oburu announces.",,,,,CapitalFM_RSS,"Sun, 12 Jul 2026 10:42:02 +0000",https://capitalfm.africa/odm-to-support-rutos-re-election-bid-in-2027-oburu-announces/,governance_psa_rss.csv,,,
69,Governance,Anti-Corruption Initiatives,'Courts must be respected!' EACC clarifies concerns of dropping cases - Citizen Digital.,,,,,GoogleNews_en,"Tue, 05 May 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQZjJaR1ZRajNMZk56Y0htX2haN2VOeGl1eVpGUXhKZlJkSm9NTGtmbFhCakMxYVNmY3dOY09tX3pYVk9NMVlUZUdLOWdtVFhmT2EteExHWkdEcTBxbUJGd3gtVVpocVpETEk4M0tNX2JwSS1zcTRIRGRVYTU2MjBoc0RMX0lFOGpNMFNoMHVpdWQwRWhSVFhyUTVJUEJPYkVKQS1pQmktSk5xUQ?oc=5,googlenews_governance_psa.csv,,,
70,Governance,Anti-Corruption Initiatives,'Courts must be respected!' EACC clarifies concerns of dropping cases Citizen Digital,,,,,GoogleNews_en,"Tue, 05 May 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQZjJaR1ZRajNMZk56Y0htX2haN2VOeGl1eVpGUXhKZlJkSm9NTGtmbFhCakMxYVNmY3dOY09tX3pYVk9NMVlUZUdLOWdtVFhmT2EteExHWkdEcTBxbUJGd3gtVVpocVpETEk4M0tNX2JwSS1zcTRIRGRVYTU2MjBoc0RMX0lFOGpNMFNoMHVpdWQwRWhSVFhyUTVJUEJPYkVKQS1pQmktSk5xUQ?oc=5,googlenews_governance_psa.csv,,,
71,Governance,Anti-Corruption Initiatives,‘Snake under the bed’: EACC Chair urges students to confront corruption - Capitalfm.co.ke.,,,,,GoogleNews_en,"Fri, 13 Mar 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPOUNmblFEbGF6ckxId2tqOFVtdDNXNHRjWThsYTQ0UEFiT2lTd3pIVVVWSlFfYTJoN1B1Mm8tbVB4b0h1Y3lRb1VpNVVtUG4wTjVzc3UxUlBKUW93Nkh2T3NXOEFGc3ZiYU1uMlJmZ2FJc1JNYTRBdGhpd2FtT0dNNkRYb3JSVFoz?oc=5,googlenews_governance_psa.csv,,,
72,Governance,Anti-Corruption Initiatives,‘Snake under the bed’: EACC Chair urges students to confront corruption Capitalfm.co.ke,,,,,GoogleNews_en,"Fri, 13 Mar 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiiAFBVV95cUxPOUNmblFEbGF6ckxId2tqOFVtdDNXNHRjWThsYTQ0UEFiT2lTd3pIVVVWSlFfYTJoN1B1Mm8tbVB4b0h1Y3lRb1VpNVVtUG4wTjVzc3UxUlBKUW93Nkh2T3NXOEFGc3ZiYU1uMlJmZ2FJc1JNYTRBdGhpd2FtT0dNNkRYb3JSVFoz?oc=5,googlenews_governance_psa.csv,,,
73,Governance,Anti-Corruption Initiatives,EACC announces 33 job vacancies across multiple departments - the-star.co.ke.,,,,,GoogleNews_en,"Tue, 09 Jun 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMif0FVX3lxTE1zZ2NidkpoMjZTX0xfOFpyZHBsZmsxX05XYmx4QkZRZ1puTGpCdUtiaFFvejhCdHh6WEctcnJtZGRwQWdVRW9WSnhKbFB6cDVQR2NuSE9Cdmp0Uml3ZmVEU1BFWV83YXRzaHR2WXAxSFAyRFB2TFBjQzQxZnhWY0U?oc=5,googlenews_governance_psa.csv,,,
74,Governance,Anti-Corruption Initiatives,EACC announces 33 job vacancies across multiple departments the-star.co.ke,,,,,GoogleNews_en,"Tue, 09 Jun 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMif0FVX3lxTE1zZ2NidkpoMjZTX0xfOFpyZHBsZmsxX05XYmx4QkZRZ1puTGpCdUtiaFFvejhCdHh6WEctcnJtZGRwQWdVRW9WSnhKbFB6cDVQR2NuSE9Cdmp0Uml3ZmVEU1BFWV83YXRzaHR2WXAxSFAyRFB2TFBjQzQxZnhWY0U?oc=5,googlenews_governance_psa.csv,,,
75,Governance,Anti-Corruption Initiatives,"Mudavadi warns of rising graft, as new EACC report reveals Ksh.85K bribe for Gov’t jobs - Citizen Digital.",,,,,GoogleNews_en,"Fri, 24 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNRDFYYWI0bk5LV29HT1U2WFNzOTJSYWFjRWdQbTZ6NUV1TkFmQXZOMThuMmZ1VGFrZ3l6QTBCbE5qdVptdjdkMGQ5bkhVdm0yTDhEdXBXY1N3eGtWbnYxbkJmWEFVYVZaU2pfUVJUQV9HRzF1WmNhZzlNM1RrSXVmQ0RwRHZsZXBDb2JsQlNIZmV4QzFONzRDSWIyUVF4Rk9nMnRVVEtqR2luUC13cGNZYXc4R3AxRjR2cVkxa1d2MzVsUQ?oc=5,googlenews_governance_psa.csv,,,
76,Governance,Anti-Corruption Initiatives,"Mudavadi warns of rising graft, as new EACC report reveals Ksh.85K bribe for Gov’t jobs Citizen Digital",,,,,GoogleNews_en,"Fri, 24 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNRDFYYWI0bk5LV29HT1U2WFNzOTJSYWFjRWdQbTZ6NUV1TkFmQXZOMThuMmZ1VGFrZ3l6QTBCbE5qdVptdjdkMGQ5bkhVdm0yTDhEdXBXY1N3eGtWbnYxbkJmWEFVYVZaU2pfUVJUQV9HRzF1WmNhZzlNM1RrSXVmQ0RwRHZsZXBDb2JsQlNIZmV4QzFONzRDSWIyUVF4Rk9nMnRVVEtqR2luUC13cGNZYXc4R3AxRjR2cVkxa1d2MzVsUQ?oc=5,googlenews_governance_psa.csv,,,
77,Governance,Anti-Corruption Initiatives,‘I will deal with corrupt officials!’ CS Ruku warns after EACC report exposes bribery - Citizen Digital.,,,,,GoogleNews_en,"Fri, 10 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMivwFBVV95cUxNX1lWcVI5ZFJEVE1TQ3IxRjdLeW5WcGdYa1pZdEdoRWRiWTZqXzkwN2taM0s4eHdDbzlCaFhwSGppVmdqbkR6eUNqMDBuNktSMDZGZjE2Z0Q4eU9mQmg1bS1VUXVpbTNKUG1iby1zNVhSNHdvaFIzMkVscGZrRHpTQURFM3VGSVBLakVWdldaOVBWbnNBNnBDYVlSUi1SaDFDbmFoSWlTdm9aeXFzeVd6emdFSnNqM3Y5aUFzRjdwcw?oc=5,googlenews_governance_psa.csv,,,
78,Governance,Anti-Corruption Initiatives,‘I will deal with corrupt officials!’ CS Ruku warns after EACC report exposes bribery Citizen Digital,,,,,GoogleNews_en,"Fri, 10 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMivwFBVV95cUxNX1lWcVI5ZFJEVE1TQ3IxRjdLeW5WcGdYa1pZdEdoRWRiWTZqXzkwN2taM0s4eHdDbzlCaFhwSGppVmdqbkR6eUNqMDBuNktSMDZGZjE2Z0Q4eU9mQmg1bS1VUXVpbTNKUG1iby1zNVhSNHdvaFIzMkVscGZrRHpTQURFM3VGSVBLakVWdldaOVBWbnNBNnBDYVlSUi1SaDFDbmFoSWlTdm9aeXFzeVd6emdFSnNqM3Y5aUFzRjdwcw?oc=5,googlenews_governance_psa.csv,,,
79,Governance,Anti-Corruption Initiatives,EACC Announces Mass Auction of Vehicles and Assorted Items - Kenyans.co.ke.,,,,,GoogleNews_en,"Tue, 19 May 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMimAFBVV95cUxNVjNJcERMTHctZE9TV01tSG5wV2JiSDVTdm42SUJBRllpamYyMThhTWpLR21aRzlCdHAxUEVIODVhZEw3T29DOFhQZHRLNEhweEpScklWRGFUNkxqSW5VQUdtbXJHUnVvUnI3VGUxWVdFTUZnTVJjakMyeTBycHlOdVVMT3VOZUdiNllBN1ZOMWR3ZjdwMGRPbQ?oc=5,googlenews_governance_psa.csv,,,
80,Governance,Anti-Corruption Initiatives,EACC Announces Mass Auction of Vehicles and Assorted Items Kenyans.co.ke,,,,,GoogleNews_en,"Tue, 19 May 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMimAFBVV95cUxNVjNJcERMTHctZE9TV01tSG5wV2JiSDVTdm42SUJBRllpamYyMThhTWpLR21aRzlCdHAxUEVIODVhZEw3T29DOFhQZHRLNEhweEpScklWRGFUNkxqSW5VQUdtbXJHUnVvUnI3VGUxWVdFTUZnTVJjakMyeTBycHlOdVVMT3VOZUdiNllBN1ZOMWR3ZjdwMGRPbQ?oc=5,googlenews_governance_psa.csv,,,
81,Governance,Anti-Corruption Initiatives,EACC’s Mohamud Urges East Africa to Shift from MoUs to Joint Anti-Corruption Action - Capitalfm.co.ke.,,,,,GoogleNews_en,"Thu, 23 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMirAFBVV95cUxPMW9lWmR0V0E1c2dmRmYxZzAzX0ZpalNDWjMtYUhfNVh5ZHhMR2NhMWtrQllIWDhsSW9aYUtjUlRIUFE1dEF5ZGZmZGRqd0dKdXlCS3hldmRLSnMxLXJWVXVjUms5VFU5NmdYYy1SOVE0dmRDSWxwZlJSNHdRVWZLd0hMdzFBSUhaMk52LWtwUTJJZ0g4TXl0cndRN3lsVUxheEtmX1E5NEJ5QTJK?oc=5,googlenews_governance_psa.csv,,,
82,Governance,Anti-Corruption Initiatives,EACC’s Mohamud Urges East Africa to Shift from MoUs to Joint Anti-Corruption Action Capitalfm.co.ke,,,,,GoogleNews_en,"Thu, 23 Apr 2026 07:00:00 GMT",https://news.google.com/rss/articles/CBMirAFBVV95cUxPMW9lWmR0V0E1c2dmRmYxZzAzX0ZpalNDWjMtYUhfNVh5ZHhMR2NhMWtrQllIWDhsSW9aYUtjUlRIUFE1dEF5ZGZmZGRqd0dKdXlCS3hldmRLSnMxLXJWVXVjUms5VFU5NmdYYy1SOVE0dmRDSWxwZlJSNHdRVWZLd0hMdzFBSUhaMk52LWtwUTJJZ0g4TXl0cndRN3lsVUxheEtmX1E5NEJ5QTJK?oc=5,googlenews_governance_psa.csv,,,
