PSA_ID,Domain,English,Kiswahili,Dholuo,Source_Name,Source_URL,Date,Metadata
PSA-bdf53dcb1be6,health,"COVID-19 QUICK REFERENCE FOR clinical HEALTHcare WORKERS (AUG 2021) NHLS, COMMUNITY SCREENING AND TESTING QUICK REFERENCE FOR HEALTH WORKERS (23 APRIL 2020) Please note that COVID-19 specific notification tools have been developed to collect additional data elements than collected for other NMCs.",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/covid-19-resources/,,article_title=COVID-19 technical resources - NICD
PSA-8b99e9f3db1e,health,Please use these COVID-19 specific tools for all COVID-19 notifications.,,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/covid-19-resources/,,article_title=COVID-19 technical resources - NICD
PSA-3d71eb18984b,health,The operational requirements of the OHSS have also been subjected to scrutiny to ensure that it upholds all aspects – in terms of confidentiality and ethical standards – as determined by South African Regulations in relation to COVID-19.,,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/covid-19-resources/,,article_title=COVID-19 technical resources - NICD
PSA-5126d3ac894f,health,DAILY SYMPTOM MONITORING TOOL (AUG 2020) COVID-19 CONTACT LINE LIST (AUG 2020) SARS-CoV-2 SPECIMEN SUBMISSION FORM (APRIL 2020) OUTBREAK RESPONSE AND INVESTIGATION IN HEALTHCARE FACILITIES (25 JUNE 2020) TRAINING POWERPOINT FOR PORT HEALTH (2020),,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/covid-19-resources/,,article_title=COVID-19 technical resources - NICD
PSA-69123cd0b783,health,"However, there are new issues covered such as the use of antigen self-tests update on testing eligibility and revision of guidance on reporting results. *Please note* The interim guidelines are based on what is currently known about the Coronavirus Disease (COVID-19).",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/covid-19-guidelines/antigen-testing-guideline/,,article_title=ANTIGEN TESTING GUIDELINE - NICD
PSA-7a38977738b6,health,"Through this page, we seek to provide you with answers to some of the most common questions; what to do if you have been in close contact with a COVID-19 infected person?What to do when you think you have COVID-19?",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/advice-for-the-public/,,article_title=COVID-19 ADVICE FOR THE PUBLIC - NICD
PSA-680b540dca9f,health,What you should do when you have tested positive for COVID-19?,,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/advice-for-the-public/,,article_title=COVID-19 ADVICE FOR THE PUBLIC - NICD
PSA-a37490ce58aa,health,Please use the search field to look for specific words or phrases.,,,US CDC Newsroom,https://www.cdc.gov/media/releases/index.html,2024-03-26 04:00:00,article_title=CDC Newsroom Releases
PSA-35faaad397ca,health,Please note: CDC experts are working scientists and may not be available for interviews at all times.,,,US CDC Newsroom,https://www.cdc.gov/media/contact-us/index.html,2026-03-09 04:00:00,article_title=CDC Division of Media Relations
PSA-bd2492a4cc95,health,"Request for Comment Form E-mail Media Relations (if you have a request other than a media inquiry) Phone: (404) 639-3286 For Members of the Media: If you are a member of the media and require information or would like to request an interview, please submit this Request for Comment Form.",,,US CDC Newsroom,https://www.cdc.gov/media/contact-us/index.html,2026-03-09 04:00:00,article_title=CDC Division of Media Relations
PSA-254f7eba7b16,health,"CDC is working with the patient's employing organization, other U.S. federal agencies, public health authorities, and partners in DRC to help prevent further transmission by supporting contact tracing and performing risk assessments to identify high-risk contacts. ### U.S.",,,US CDC Newsroom,https://www.cdc.gov/media/releases/2026/cdc-ebola-outbreak-in-democratic-republic-of-congo-and-uganda.html,,article_title=CDC Statement on Ebola Outbreak in the Democratic Republic of Congo and Uganda: 7/10/26
PSA-ff3de6dfd167,health,"What the Public Should Do: What Businesses Should Do: If you have questions about cases in a particular state, please call that state's health department.",,,US CDC Newsroom,https://www.cdc.gov/media/releases/2026/cdc-warns-of-e-coli-outbreak-linked-to-frozen-blueberries.html,,article_title=CDC warns ofE. colioutbreak linked to frozen blueberries.
PSA-d8db4970a34e,health,"If you are a member of the media, please fill out this Request for Comment form to submit your media inquiry to CDC. ### U.S.",,,US CDC Newsroom,https://www.cdc.gov/media/releases/2026/cdc-warns-of-e-coli-outbreak-linked-to-frozen-blueberries.html,,article_title=CDC warns ofE. colioutbreak linked to frozen blueberries.
PSA-6541163f2d43,health,The latest data on WNV can be found here - https://www.cdc.gov/west-nile-virus/data-maps/current-year-data.html For more information about West Nile virus visit www.cdc.gov/westnile .,,,US CDC Newsroom,https://www.cdc.gov/media/releases/2026/cdc-encourages-americans-to-stay-mosquito-bite-free-during-americas-250th-independence-day-holiday.html,,article_title=CDC Encourages Americans to Stay Mosquito Bite-Free during America's 250th Independence Day holiday weekend
PSA-6526fa6f6888,health,Most people infected with West Nile virus do not develop symptoms.,,,US CDC Newsroom,https://www.cdc.gov/media/releases/2026/cdc-encourages-americans-to-stay-mosquito-bite-free-during-americas-250th-independence-day-holiday.html,,article_title=CDC Encourages Americans to Stay Mosquito Bite-Free during America's 250th Independence Day holiday weekend
PSA-dfec9db213ab,health,It doesn’t bear thinking about. “I want to make sure everyone else my age is completing theirs when they get one – it’s so easy to do and for me it was life-changing.” England’s top cancer doctor is also urging those in their 50s to return their kits when the NHS invites them.,,,UK NHS News,https://www.england.nhs.uk/2026/07/nhs-urges-people-50s-return-bowel-screening-kits-100-cancers-found-week/,,article_title=Cookies on the NHS England website
PSA-fe909cb5bbd5,health,"Do the test and send it back – it could save your life.” It has never been easier to get screened, with the NHS sending around 8.7 million home-testing kits a year to people.",,,UK NHS News,https://www.england.nhs.uk/2026/07/nhs-urges-people-50s-return-bowel-screening-kits-100-cancers-found-week/,,article_title=Cookies on the NHS England website
PSA-7a3d98077e99,health,"Overall uptake was 65.2%, down slightly from 67.6% the previous year, with the report showing younger age groups were less likely to take up the offer.",,,UK NHS News,https://www.england.nhs.uk/2026/07/nhs-urges-people-50s-return-bowel-screening-kits-100-cancers-found-week/,,article_title=Cookies on the NHS England website
PSA-8ed241ec61cd,health,Anyone worried about possible symptoms of bowel cancer should speak to their GP and should not wait for their next screening test.,,,UK NHS News,https://www.england.nhs.uk/2026/07/nhs-urges-people-50s-return-bowel-screening-kits-100-cancers-found-week/,,article_title=Cookies on the NHS England website
PSA-de575ccea666,health,"Genevieve Edwards, Chief Executive at Bowel Cancer UK, said: “If you’re in your 50s, you may now receive a screening kit through the post for the first time.",,,UK NHS News,https://www.england.nhs.uk/2026/07/nhs-urges-people-50s-return-bowel-screening-kits-100-cancers-found-week/,,article_title=Cookies on the NHS England website
PSA-d94ff7b9d657,health,The eighty-first report of the WHO Expert Committee on Biological Standardization presents the deliberations and recommendations arising from the Committee’s...,,,WHO Newsroom,https://www.who.int/mega-menu/health-topics/resources/publications,,article_title=Publications
PSA-4e6016f626a4,health,"Teenage pregnancies contribute significantly to mortality, with one (1) in 4 girls aged 15-19 pregnant or already mothers, accounting for 20% of overall maternal deaths.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-e4d25867907c,health,"Empowering pregnant women to ensure eight antenatal visits, promote early screenings, support healthy lifestyles, and provide respectful maternity care, including birth companions, pain relief, and mobility during labor. 4.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-e93167193d28,health,"Multi-sectoral collaboration to address gender inequality, poverty, and education gaps to delay first pregnancies, reduce adolescent births, and improve maternal and newborn outcomes. 6.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-0ab7017e3ae7,health,"Scaling up community-based newborn health initiatives to promote early and exclusive breastfeeding, expand Kangaroo Mother Care (KMC), and strengthening community health worker networks to ensure essential newborn care reaches every home.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-8cd7f47cd5f1,health,"To address these challenges, Uganda must prioritize the development and implementation of robust adaptive strategies.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-b42585df0aea,health,"By taking these proactive measures, Uganda can better protect its population and ensure the sustainability of its health care services in the face of growing climate threats.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-012f3fd2c347,health,"With an estimated 96,000 new cases of Tuberculosis (TB) reported annually, Uganda is among the 30 high-burden countries affected by both TB and TB-HIV co-infection.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-68f89c17eb50,health,"Approximately 35% of notified TB cases are co-infected with HIV, and around 2% involve drug-resistant TB, complicating treatment and recovery.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-898af7d08180,health,"In response, the Ministry of Health (MoH), with support from WHO and other partners, is implementing comprehensive TB/leprosy Programme aimed at ending TB and achieving zero leprosy by 2030.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-0a6354e598c0,health,"Community involvement expanded TB screening, and chest X-rays aligned with WHO recommendations have increased case detection, even among asymptomatic individuals.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-e17c04ebd250,health,"WHO continues to work closely with Uganda’s Ministry of Health, providing technical support, expertise, and innovative solutions to ensure the country meets international health standards while addressing local needs.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-41a3c95ba9a6,health,"In 2024 CAST-TB +, reached 1,218,371 individuals with TB, HIV, and malaria screening.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-854dee36c1b0,health,"As a result, 4,898 TB cases, 499 HIV cases, and 44,868 malaria cases were diagnosed.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-5ff1ad484442,health,"Additionally, 8,208 people living with HIV received essential TB preventive therapy.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-ec6502b31cd7,health,"Beyond infectious diseases, the initiative also tackled malnutrition, identifying 29,504 children under five with moderate to severe malnutrition and 506 pregnant and lactating mothers affected by malnutrition out of 15,947 screened using the mid-upper arm circumference (MUAC).",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-1384b3af39d2,health,"Moreover, this initiative campaign revealed that 28,007 individuals lacked access to basic water, sanitation, and hygiene (WASH) facilities, underscoring critical gaps in essential services.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-a18795c96903,health,"These findings highlight the urgent need for integrated service delivery that addresses TB, HIV, malaria, malnutrition, WASH, and non-infectious diseases collectively.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-34c0b48fe633,health,"Strengthening cross-sectoral collaboration and embedding these essential services into routine healthcare will enhance efficiency, improve health outcomes, and ensure that no one is left behind.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-bee5fe645b97,health,"These efforts are aligned with Uganda’s National TB and Leprosy Strategic Plan 2020–2025, which focuses on decentralizing services, improving TB detection, and integrating TB-HIV services at all levels of care.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-950e5280d2e4,health,There is need to also address the specific challenges that TB poses for men and young people.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-add49efa4274,health,"In many communities, TB is still a stigmatized disease, contributing to delays in seeking care.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-5740c475d3f6,health,Tailored interventions are needed to ensure no one is left behind.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-7ecfee7accf1,health,"In a historic milestone for child survival, Uganda introduced the malaria vaccine into its routine immunization programme in 2024.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-98e1131affcb,health,"The fight against malaria is anchored in two key frameworks, Uganda’s Malaria Reduction and Elimination Strategic Plan and the Malaria Mortality Reduction Strategy, developed with WHO support.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-0df0bd7bad2f,health,The malaria vaccine must reach every eligible child.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-c64fdaa817d2,health,"Equity must guide our delivery systems, ensuring access for all, especially those in hard-to-reach or post-conflict areas.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-e6b9515b4642,health,"Special attention is needed for children under five, Pregnant women, people with disabilities, People living with HIV, school children and Adolescents.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-739656c5dece,health,"But we must walk the talk by tracking progress, funding our strategies, and building local capacity.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/879/health-topics,,article_title=Uganda Health topics
PSA-2716af72a6ab,health,"At the center of this effort is a comprehensive “health financing cliff analysis,” a joint initiative between WHO and the Makerere University School of Public Health, conducted in close cooperation with the Ministry of Health.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-confronts-health-financing-pressures-push-efficiency-and-resilience,2026-07-07T12:00:00Z,article_title=Uganda Confronts Health Financing Pressures with Push for Efficiency and Resilience
PSA-4216b1d25cb6,health,"Alongside this analytical work, WHO is helping the Ministry of Health refocus on improving efficiency across the health sector, a strategy seen as essential for maximizing results within constrained budgets.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-confronts-health-financing-pressures-push-efficiency-and-resilience,2026-07-07T12:00:00Z,article_title=Uganda Confronts Health Financing Pressures with Push for Efficiency and Resilience
PSA-0e2c8d5710a0,health,"In mid-April 2026, WHO convened high-level meetings with the Ministry of Health leadership, including the Director General of Health Services, to share updates on the financing analysis and ongoing efficiency initiatives.",,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-confronts-health-financing-pressures-push-efficiency-and-resilience,2026-07-07T12:00:00Z,article_title=Uganda Confronts Health Financing Pressures with Push for Efficiency and Resilience
PSA-db79b4eef95e,health,Recommendations emerging from these engagements are expected to inform policy reforms to enhance financial resilience and ensure a smoother transition toward self-reliance.,,,WHO AFRO - Uganda,https://www.afro.who.int/countries/uganda/news/uganda-confronts-health-financing-pressures-push-efficiency-and-resilience,2026-07-07T12:00:00Z,article_title=Uganda Confronts Health Financing Pressures with Push for Efficiency and Resilience
PSA-f695a8d9174f,health,"WHO Kenya works through three strategic clusters; (1) Health Promotion, Disease Prevention and Control, (2) Health Emergencies, and (3) Health Systems and Services, to support the Government of Kenya in building resilient health systems and advancing toward UHC.",,,WHO AFRO - Kenya,https://www.afro.who.int/countries/35/health-topics,,article_title=Kenya Health topics
PSA-0245e786517c,health,Maternal mortality remains a significant public health challenge in Kenya.,,,WHO AFRO - Kenya,https://www.afro.who.int/countries/kenya/news/who-and-kenya-hand-over-theatre-beds-and-cancer-equipment-strengthen-maternal-and-womens-health,2026-06-09T12:00:00Z,article_title=WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health services
PSA-57cec9f8f106,health,"He added that a resilient health system must support women across the life course, not only during pregnancy and childbirth, central to the government's commitment to Universal Health Coverage.",,,WHO AFRO - Kenya,https://www.afro.who.int/countries/kenya/news/who-and-kenya-hand-over-theatre-beds-and-cancer-equipment-strengthen-maternal-and-womens-health,2026-06-09T12:00:00Z,article_title=WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health services
PSA-b1e5be5dddf9,health,"To support effective use, WHO and the Ministry of Health matched the equipment to facilities with capacity to deliver the relevant services and coordinated installation, training and mentorship support.",,,WHO AFRO - Kenya,https://www.afro.who.int/countries/kenya/news/who-and-kenya-hand-over-theatre-beds-and-cancer-equipment-strengthen-maternal-and-womens-health,2026-06-09T12:00:00Z,article_title=WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health services
PSA-cab2a9eb3b93,health,"Oluga called on beneficiary counties and facilities to ensure proper use, maintenance and accountability.",,,WHO AFRO - Kenya,https://www.afro.who.int/countries/kenya/news/who-and-kenya-hand-over-theatre-beds-and-cancer-equipment-strengthen-maternal-and-womens-health,2026-06-09T12:00:00Z,article_title=WHO and Kenya hand over theatre beds and cancer equipment to strengthen maternal and women's health services
PSA-72ecf2bd15e3,health,"The NICD is a valuable resource available to all South African universities and provides training for medical registrars, intern medical scientists and intern medical technologists in public health-oriented communicable diseases.",,,South Africa NICD,https://www.nicd.ac.za/our-services/training-2/,,article_title=Training - NICD
PSA-16a4d368f8df,health,"Centre for Disease Control and Prevention (CDC) 2-year residency training program in applied epidemiology, which commenced in the 1950’s.",,,South Africa NICD,https://www.nicd.ac.za/our-services/training-2/,,article_title=Training - NICD
PSA-5ae8826d36c3,health,"The global pandemic of coronavirus disease 2019 (COVID-19) was first reported on 31 December 2019 by the World Health Organization country office following a cluster of pneumonia cases in Wuhan City, Hubei Province of China.",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/,,article_title=NICD - Disease Index - COVID-19
PSA-7617c02616b7,health,"To date, COVID-19 has become a global pandemic and it is continuing to spread across the globe.",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/,,article_title=NICD - Disease Index - COVID-19
PSA-53e7ea5b40ea,health,First Despite the availability of vaccines for influenza – or flu – the virus continues to Sub-Saharan Africa is disproportionally affected by malaria.,,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/,,article_title=NICD - Disease Index - COVID-19
PSA-1d5197dfa509,health,Various guidelines on the treatment and prevention of COVID-19 including clinical management of cases and the use of cloth masks.,,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/,,article_title=NICD - Disease Index - COVID-19
PSA-28c60560f015,health,"Ways to minimise the risk of COVID-19 All you need to know about travelling Alerts, Videos and Infographics",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/,,article_title=NICD - Disease Index - COVID-19
PSA-2f9290e24b8a,health,"On 7 January 2020, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was confirmed as the causative agent of coronavirus disease 2019 (COVID-19).",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/frequently-asked-questions/,,article_title=COVID-19 FREQUENTLY ASKED QUESTIONS - NICD
PSA-b4fef3763256,health,"The elderly and individuals with co-morbidities, such as heart disease (including high blood pressure), chronic respiratory diseases, cancer patients, endocrine diseases (such as diabetes), have been found to be at a higher risk of severe illness and mortality associated with COVID-19.",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/frequently-asked-questions/,,article_title=COVID-19 FREQUENTLY ASKED QUESTIONS - NICD
PSA-7ae8cddbd9e4,health,"A special scenario is asymptomatic COVID infection in individuals who are admitted to hospital, or in a congregate setting with people at risk of severe disease, such as a care home.",,,South Africa NICD,https://www.nicd.ac.za/diseases-a-z-index/disease-index-covid-19/frequently-asked-questions/,,article_title=COVID-19 FREQUENTLY ASKED QUESTIONS - NICD
